service_id,date,exception_type
20220904_MTWTF--_80,20231019,1
20220905_MTWTF--_29,20231019,1
20220905_MTWTF--_38,20231019,1
20220926_---T---_35,20231019,1
20230820_MTWTF--_42,20231019,1
20230821_MTWTF--_48,20231019,1
20230821_MTWTF--_49,20231019,1
20230823_MTWTF--_72,20231019,1
20220522_MTWTF--_1,20231020,1
20220522_MTWTF--_2,20231020,1
20220522_MTWTF--_3,20231020,1
20220904_----F--_8,20231020,1
20220904_M-W-F--_11,20231020,1
20220904_MT--F--_12,20231020,1
20220904_MT-TF--_13,20231020,1
20220904_MTW-F--_14,20231020,1
20220904_MTWTF--_16,20231020,1
20220904_MTWTF--_20,20231020,1
20220904_MTWTF--_28,20231020,1
20220904_MTWTF--_80,20231020,1
20220905_MTWTF--_29,20231020,1
20220905_MTWTF--_38,20231020,1
20220926_M-W-F--_36,20231020,1
20230820_----F--_41,20231020,1
20230820_MTWTF--_42,20231020,1
20230821_MTWTF--_48,20231020,1
20230821_MTWTF--_49,20231020,1
20230823_MTWTF--_72,20231020,1
20230831_----F--_74,20231020,1
20230928_----F--_79,20231020,1
20220522_-----S-_5,20231021,1
20220904_-----S-_18,20231021,1
20220904_-----S-_27,20231021,1
20220904_-----S-_7,20231021,1
20230820_-----S-_40,20231021,1
20230820_-----S-_44,20231021,1
20230821_-----S-_50,20231021,1
20230928_-----S-_78,20231021,1
20220522_------S_4,20231022,1
20220904_------S_17,20231022,1
20220904_------S_19,20231022,1
20220926_------S_34,20231022,1
20230820_------S_39,20231022,1
20230820_------S_43,20231022,1
20230831_------S_73,20231022,1
20220522_MTWTF--_1,20231023,1
20220522_MTWTF--_2,20231023,1
20220522_MTWTF--_3,20231023,1
20220904_M-W-F--_11,20231023,1
20220904_MT--F--_12,20231023,1
20220904_MT-TF--_13,20231023,1
20220904_MTW-F--_14,20231023,1
20220904_MTWT---_15,20231023,1
20220904_MTWTF--_16,20231023,1
20220904_MTWTF--_20,20231023,1
20220904_MTWTF--_28,20231023,1
20220904_MTWTF--_80,20231023,1
20220905_MTWTF--_29,20231023,1
20220905_MTWTF--_38,20231023,1
20220926_M-W-F--_36,20231023,1
20230820_MTWTF--_42,20231023,1
20230821_MTWTF--_48,20231023,1
20230821_MTWTF--_49,20231023,1
20230823_MTWTF--_72,20231023,1
20220522_MTWTF--_1,20231024,1
20220522_MTWTF--_2,20231024,1
20220522_MTWTF--_3,20231024,1
20220904_-T-----_24,20231024,1
20220904_MT--F--_12,20231024,1
20220904_MT-TF--_13,20231024,1
20220904_MTW-F--_14,20231024,1
20220904_MTWT---_15,20231024,1
20220904_MTWTF--_16,20231024,1
20220904_MTWTF--_20,20231024,1
20220904_MTWTF--_28,20231024,1
20220904_MTWTF--_80,20231024,1
20220905_MTWTF--_29,20231024,1
20220905_MTWTF--_38,20231024,1
20230820_MTWTF--_42,20231024,1
20230821_MTWTF--_48,20231024,1
20230821_MTWTF--_49,20231024,1
20230823_MTWTF--_72,20231024,1
20220522_MTWTF--_1,20231025,1
20220522_MTWTF--_2,20231025,1
20220522_MTWTF--_3,20231025,1
20220904_--W----_71,20231025,1
20220904_--WT---_10,20231025,1
20220904_M-W-F--_11,20231025,1
20220904_MTW-F--_14,20231025,1
20220904_MTWT---_15,20231025,1
20220904_MTWTF--_16,20231025,1
20220904_MTWTF--_20,20231025,1
20220904_MTWTF--_28,20231025,1
20220904_MTWTF--_80,20231025,1
20220905_MTWTF--_29,20231025,1
20220905_MTWTF--_38,20231025,1
20220926_M-W-F--_36,20231025,1
20230820_MTWTF--_42,20231025,1
20230821_MTWTF--_48,20231025,1
20230821_MTWTF--_49,20231025,1
20230823_MTWTF--_72,20231025,1
20220522_MTWTF--_1,20231026,1
20220522_MTWTF--_2,20231026,1
20220522_MTWTF--_3,20231026,1
20220904_---T---_9,20231026,1
20220904_--WT---_10,20231026,1
20220904_MT-TF--_13,20231026,1
20220904_MTWT---_15,20231026,1
20220904_MTWTF--_16,20231026,1
20220904_MTWTF--_20,20231026,1
20220904_MTWTF--_28,20231026,1
20220904_MTWTF--_80,20231026,1
20220905_MTWTF--_29,20231026,1
20220905_MTWTF--_38,20231026,1
20220926_---T---_35,20231026,1
20230820_MTWTF--_42,20231026,1
20230821_MTWTF--_48,20231026,1
20230821_MTWTF--_49,20231026,1
20230823_MTWTF--_72,20231026,1
20220522_MTWTF--_1,20231027,1
20220522_MTWTF--_2,20231027,1
20220522_MTWTF--_3,20231027,1
20220904_----F--_8,20231027,1
20220904_M-W-F--_11,20231027,1
20220904_MT--F--_12,20231027,1
20220904_MT-TF--_13,20231027,1
20220904_MTW-F--_14,20231027,1
20220904_MTWTF--_16,20231027,1
20220904_MTWTF--_20,20231027,1
20220904_MTWTF--_28,20231027,1
20220904_MTWTF--_80,20231027,1
20220905_MTWTF--_29,20231027,1
20220905_MTWTF--_38,20231027,1
20220926_M-W-F--_36,20231027,1
20230820_----F--_41,20231027,1
20230820_MTWTF--_42,20231027,1
20230821_MTWTF--_48,20231027,1
20230821_MTWTF--_49,20231027,1
20230823_MTWTF--_72,20231027,1
20230831_----F--_74,20231027,1
20230928_----F--_79,20231027,1
20220522_-----S-_5,20231028,1
20220904_-----S-_18,20231028,1
20220904_-----S-_27,20231028,1
20220904_-----S-_7,20231028,1
20230820_-----S-_40,20231028,1
20230820_-----S-_44,20231028,1
20230821_-----S-_50,20231028,1
20230928_-----S-_78,20231028,1
20220522_------S_4,20231029,1
20220904_------S_17,20231029,1
20220904_------S_19,20231029,1
20220926_------S_34,20231029,1
20230820_------S_39,20231029,1
20230820_------S_43,20231029,1
20230831_------S_73,20231029,1
20220522_MTWTF--_1,20231030,1
20220522_MTWTF--_2,20231030,1
20220522_MTWTF--_3,20231030,1
20220904_M-W-F--_11,20231030,1
20220904_MT--F--_12,20231030,1
20220904_MT-TF--_13,20231030,1
20220904_MTW-F--_14,20231030,1
20220904_MTWT---_15,20231030,1
20220904_MTWTF--_16,20231030,1
20220904_MTWTF--_20,20231030,1
20220904_MTWTF--_28,20231030,1
20220904_MTWTF--_80,20231030,1
20220905_MTWTF--_29,20231030,1
20220905_MTWTF--_38,20231030,1
20220926_M-W-F--_36,20231030,1
20230820_MTWTF--_42,20231030,1
20230821_MTWTF--_48,20231030,1
20230821_MTWTF--_49,20231030,1
20230823_MTWTF--_72,20231030,1
20220522_MTWTF--_1,20231031,1
20220522_MTWTF--_2,20231031,1
20220522_MTWTF--_3,20231031,1
20220904_-T-----_24,20231031,1
20220904_MT--F--_12,20231031,1
20220904_MT-TF--_13,20231031,1
20220904_MTW-F--_14,20231031,1
20220904_MTWT---_15,20231031,1
20220904_MTWTF--_16,20231031,1
20220904_MTWTF--_20,20231031,1
20220904_MTWTF--_28,20231031,1
20220904_MTWTF--_80,20231031,1
20220905_MTWTF--_29,20231031,1
20220905_MTWTF--_38,20231031,1
20230820_MTWTF--_42,20231031,1
20230821_MTWTF--_48,20231031,1
20230821_MTWTF--_49,20231031,1
20230823_MTWTF--_72,20231031,1
20220522_MTWTF--_1,20231101,1
20220522_MTWTF--_2,20231101,1
20220522_MTWTF--_3,20231101,1
20220904_--W----_71,20231101,1
20220904_--WT---_10,20231101,1
20220904_M-W-F--_11,20231101,1
20220904_MTW-F--_14,20231101,1
20220904_MTWT---_15,20231101,1
20220904_MTWTF--_16,20231101,1
20220904_MTWTF--_20,20231101,1
20220904_MTWTF--_28,20231101,1
20220904_MTWTF--_80,20231101,1
20220905_MTWTF--_29,20231101,1
20220905_MTWTF--_38,20231101,1
20220926_M-W-F--_36,20231101,1
20230820_MTWTF--_42,20231101,1
20230821_MTWTF--_48,20231101,1
20230821_MTWTF--_49,20231101,1
20230823_MTWTF--_72,20231101,1
20220522_MTWTF--_1,20231102,1
20220522_MTWTF--_2,20231102,1
20220522_MTWTF--_3,20231102,1
20220904_---T---_9,20231102,1
20220904_--WT---_10,20231102,1
20220904_MT-TF--_13,20231102,1
20220904_MTWT---_15,20231102,1
20220904_MTWTF--_16,20231102,1
20220904_MTWTF--_20,20231102,1
20220904_MTWTF--_28,20231102,1
20220904_MTWTF--_80,20231102,1
20220905_MTWTF--_29,20231102,1
20220905_MTWTF--_38,20231102,1
20220926_---T---_35,20231102,1
20230820_MTWTF--_42,20231102,1
20230821_MTWTF--_48,20231102,1
20230821_MTWTF--_49,20231102,1
20230823_MTWTF--_72,20231102,1
20220522_MTWTF--_1,20231103,1
20220522_MTWTF--_2,20231103,1
20220522_MTWTF--_3,20231103,1
20220904_----F--_8,20231103,1
20220904_M-W-F--_11,20231103,1
20220904_MT--F--_12,20231103,1
20220904_MT-TF--_13,20231103,1
20220904_MTW-F--_14,20231103,1
20220904_MTWTF--_16,20231103,1
20220904_MTWTF--_20,20231103,1
20220904_MTWTF--_28,20231103,1
20220904_MTWTF--_80,20231103,1
20220905_MTWTF--_29,20231103,1
20220905_MTWTF--_38,20231103,1
20220926_M-W-F--_36,20231103,1
20230820_----F--_41,20231103,1
20230820_MTWTF--_42,20231103,1
20230821_MTWTF--_48,20231103,1
20230821_MTWTF--_49,20231103,1
20230823_MTWTF--_72,20231103,1
20230831_----F--_74,20231103,1
20230928_----F--_79,20231103,1
20220522_-----S-_5,20231104,1
20220904_-----S-_18,20231104,1
20220904_-----S-_27,20231104,1
20220904_-----S-_7,20231104,1
20230820_-----S-_40,20231104,1
20230820_-----S-_44,20231104,1
20230821_-----S-_50,20231104,1
20230928_-----S-_78,20231104,1
20220522_------S_4,20231105,1
20220904_------S_17,20231105,1
20220904_------S_19,20231105,1
20220926_------S_34,20231105,1
20230820_------S_39,20231105,1
20230820_------S_43,20231105,1
20230831_------S_73,20231105,1
20220522_MTWTF--_1,20231106,1
20220522_MTWTF--_2,20231106,1
20220522_MTWTF--_3,20231106,1
20220904_M-W-F--_11,20231106,1
20220904_MT--F--_12,20231106,1
20220904_MT-TF--_13,20231106,1
20220904_MTW-F--_14,20231106,1
20220904_MTWT---_15,20231106,1
20220904_MTWTF--_16,20231106,1
20220904_MTWTF--_20,20231106,1
20220904_MTWTF--_28,20231106,1
20220905_MTWTF--_29,20231106,1
20220905_MTWTF--_38,20231106,1
20220926_M-W-F--_36,20231106,1
20230820_MTWTF--_42,20231106,1
20230821_MTWTF--_48,20231106,1
20230821_MTWTF--_49,20231106,1
20230823_MTWTF--_72,20231106,1
20231105_MTWTF--_81,20231106,1
20220522_MTWTF--_1,20231107,1
20220522_MTWTF--_2,20231107,1
20220522_MTWTF--_3,20231107,1
20220904_-T-----_24,20231107,1
20220904_MT--F--_12,20231107,1
20220904_MT-TF--_13,20231107,1
20220904_MTW-F--_14,20231107,1
20220904_MTWT---_15,20231107,1
20220904_MTWTF--_16,20231107,1
20220904_MTWTF--_20,20231107,1
20220904_MTWTF--_28,20231107,1
20220905_MTWTF--_29,20231107,1
20220905_MTWTF--_38,20231107,1
20230820_MTWTF--_42,20231107,1
20230821_MTWTF--_48,20231107,1
20230821_MTWTF--_49,20231107,1
20230823_MTWTF--_72,20231107,1
20231105_MTWTF--_81,20231107,1
20220522_MTWTF--_1,20231108,1
20220522_MTWTF--_2,20231108,1
20220522_MTWTF--_3,20231108,1
20220904_--W----_71,20231108,1
20220904_--WT---_10,20231108,1
20220904_M-W-F--_11,20231108,1
20220904_MTW-F--_14,20231108,1
20220904_MTWT---_15,20231108,1
20220904_MTWTF--_16,20231108,1
20220904_MTWTF--_20,20231108,1
20220904_MTWTF--_28,20231108,1
20220905_MTWTF--_29,20231108,1
20220905_MTWTF--_38,20231108,1
20220926_M-W-F--_36,20231108,1
20230820_MTWTF--_42,20231108,1
20230821_MTWTF--_48,20231108,1
20230821_MTWTF--_49,20231108,1
20230823_MTWTF--_72,20231108,1
20231105_MTWTF--_81,20231108,1
20220522_MTWTF--_1,20231109,1
20220522_MTWTF--_2,20231109,1
20220522_MTWTF--_3,20231109,1
20220904_---T---_9,20231109,1
20220904_--WT---_10,20231109,1
20220904_MT-TF--_13,20231109,1
20220904_MTWT---_15,20231109,1
20220904_MTWTF--_16,20231109,1
20220904_MTWTF--_20,20231109,1
20220904_MTWTF--_28,20231109,1
20220905_MTWTF--_29,20231109,1
20220905_MTWTF--_38,20231109,1
20220926_---T---_35,20231109,1
20230820_MTWTF--_42,20231109,1
20230821_MTWTF--_48,20231109,1
20230821_MTWTF--_49,20231109,1
20230823_MTWTF--_72,20231109,1
20231105_MTWTF--_81,20231109,1
20220522_MTWTF--_1,20231110,1
20220522_MTWTF--_2,20231110,1
20220522_MTWTF--_3,20231110,1
20220904_----F--_8,20231110,1
20220904_M-W-F--_11,20231110,1
20220904_MT--F--_12,20231110,1
20220904_MT-TF--_13,20231110,1
20220904_MTW-F--_14,20231110,1
20220904_MTWTF--_16,20231110,1
20220904_MTWTF--_20,20231110,1
20220904_MTWTF--_28,20231110,1
20220905_MTWTF--_29,20231110,1
20220905_MTWTF--_38,20231110,1
20220926_M-W-F--_36,20231110,1
20230820_----F--_41,20231110,1
20230820_MTWTF--_42,20231110,1
20230821_MTWTF--_48,20231110,1
20230821_MTWTF--_49,20231110,1
20230823_MTWTF--_72,20231110,1
20230831_----F--_74,20231110,1
20230928_----F--_79,20231110,1
20231105_MTWTF--_81,20231110,1
20220522_-----S-_5,20231111,1
20220904_-----S-_18,20231111,1
20220904_-----S-_27,20231111,1
20220904_-----S-_7,20231111,1
20230820_-----S-_40,20231111,1
20230820_-----S-_44,20231111,1
20230821_-----S-_50,20231111,1
20230928_-----S-_78,20231111,1
20220522_------S_4,20231112,1
20220904_------S_17,20231112,1
20220904_------S_19,20231112,1
20220926_------S_34,20231112,1
20230820_------S_39,20231112,1
20230820_------S_43,20231112,1
20230831_------S_73,20231112,1
20220522_MTWTF--_1,20231113,1
20220522_MTWTF--_2,20231113,1
20220522_MTWTF--_3,20231113,1
20220904_M-W-F--_11,20231113,1
20220904_MT--F--_12,20231113,1
20220904_MT-TF--_13,20231113,1
20220904_MTW-F--_14,20231113,1
20220904_MTWT---_15,20231113,1
20220904_MTWTF--_16,20231113,1
20220904_MTWTF--_20,20231113,1
20220904_MTWTF--_28,20231113,1
20220905_MTWTF--_29,20231113,1
20220905_MTWTF--_38,20231113,1
20220926_M-W-F--_36,20231113,1
20230820_MTWTF--_42,20231113,1
20230821_MTWTF--_48,20231113,1
20230821_MTWTF--_49,20231113,1
20230823_MTWTF--_72,20231113,1
20231105_MTWTF--_81,20231113,1
20220522_MTWTF--_1,20231114,1
20220522_MTWTF--_2,20231114,1
20220522_MTWTF--_3,20231114,1
20220904_-T-----_24,20231114,1
20220904_MT--F--_12,20231114,1
20220904_MT-TF--_13,20231114,1
20220904_MTW-F--_14,20231114,1
20220904_MTWT---_15,20231114,1
20220904_MTWTF--_16,20231114,1
20220904_MTWTF--_20,20231114,1
20220904_MTWTF--_28,20231114,1
20220905_MTWTF--_29,20231114,1
20220905_MTWTF--_38,20231114,1
20230820_MTWTF--_42,20231114,1
20230821_MTWTF--_48,20231114,1
20230821_MTWTF--_49,20231114,1
20230823_MTWTF--_72,20231114,1
20231105_MTWTF--_81,20231114,1
20220522_MTWTF--_1,20231115,1
20220522_MTWTF--_2,20231115,1
20220522_MTWTF--_3,20231115,1
20220904_--W----_71,20231115,1
20220904_--WT---_10,20231115,1
20220904_M-W-F--_11,20231115,1
20220904_MTW-F--_14,20231115,1
20220904_MTWT---_15,20231115,1
20220904_MTWTF--_16,20231115,1
20220904_MTWTF--_20,20231115,1
20220904_MTWTF--_28,20231115,1
20220905_MTWTF--_29,20231115,1
20220905_MTWTF--_38,20231115,1
20220926_M-W-F--_36,20231115,1
20230820_MTWTF--_42,20231115,1
20230821_MTWTF--_48,20231115,1
20230821_MTWTF--_49,20231115,1
20230823_MTWTF--_72,20231115,1
20231105_MTWTF--_81,20231115,1
20220522_MTWTF--_1,20231116,1
20220522_MTWTF--_2,20231116,1
20220522_MTWTF--_3,20231116,1
20220904_---T---_9,20231116,1
20220904_--WT---_10,20231116,1
20220904_MT-TF--_13,20231116,1
20220904_MTWT---_15,20231116,1
20220904_MTWTF--_16,20231116,1
20220904_MTWTF--_20,20231116,1
20220904_MTWTF--_28,20231116,1
20220905_MTWTF--_29,20231116,1
20220905_MTWTF--_38,20231116,1
20220926_---T---_35,20231116,1
20230820_MTWTF--_42,20231116,1
20230821_MTWTF--_48,20231116,1
20230821_MTWTF--_49,20231116,1
20230823_MTWTF--_72,20231116,1
20231105_MTWTF--_81,20231116,1
20220522_MTWTF--_1,20231117,1
20220522_MTWTF--_2,20231117,1
20220522_MTWTF--_3,20231117,1
20220904_----F--_8,20231117,1
20220904_M-W-F--_11,20231117,1
20220904_MT--F--_12,20231117,1
20220904_MT-TF--_13,20231117,1
20220904_MTW-F--_14,20231117,1
20220904_MTWTF--_16,20231117,1
20220904_MTWTF--_20,20231117,1
20220904_MTWTF--_28,20231117,1
20220905_MTWTF--_29,20231117,1
20220905_MTWTF--_38,20231117,1
20220926_M-W-F--_36,20231117,1
20230820_----F--_41,20231117,1
20230820_MTWTF--_42,20231117,1
20230821_MTWTF--_48,20231117,1
20230821_MTWTF--_49,20231117,1
20230823_MTWTF--_72,20231117,1
20230831_----F--_74,20231117,1
20230928_----F--_79,20231117,1
20231105_MTWTF--_81,20231117,1
20220522_-----S-_5,20231118,1
20220904_-----S-_18,20231118,1
20220904_-----S-_27,20231118,1
20220904_-----S-_7,20231118,1
20230820_-----S-_40,20231118,1
20230820_-----S-_44,20231118,1
20230821_-----S-_50,20231118,1
20230928_-----S-_78,20231118,1
20220522_------S_4,20231119,1
20220904_------S_17,20231119,1
20220904_------S_19,20231119,1
20220926_------S_34,20231119,1
20230820_------S_39,20231119,1
20230820_------S_43,20231119,1
20230831_------S_73,20231119,1
20220522_MTWTF--_1,20231120,1
20220522_MTWTF--_2,20231120,1
20220522_MTWTF--_3,20231120,1
20220904_M-W-F--_11,20231120,1
20220904_MT--F--_12,20231120,1
20220904_MT-TF--_13,20231120,1
20220904_MTW-F--_14,20231120,1
20220904_MTWT---_15,20231120,1
20220904_MTWTF--_16,20231120,1
20220904_MTWTF--_20,20231120,1
20220904_MTWTF--_28,20231120,1
20220905_MTWTF--_29,20231120,1
20220905_MTWTF--_38,20231120,1
20220926_M-W-F--_36,20231120,1
20230820_MTWTF--_42,20231120,1
20230821_MTWTF--_48,20231120,1
20230821_MTWTF--_49,20231120,1
20230823_MTWTF--_72,20231120,1
20231105_MTWTF--_81,20231120,1
20220522_MTWTF--_1,20231121,1
20220522_MTWTF--_2,20231121,1
20220522_MTWTF--_3,20231121,1
20220904_-T-----_24,20231121,1
20220904_MT--F--_12,20231121,1
20220904_MT-TF--_13,20231121,1
20220904_MTW-F--_14,20231121,1
20220904_MTWT---_15,20231121,1
20220904_MTWTF--_16,20231121,1
20220904_MTWTF--_20,20231121,1
20220904_MTWTF--_28,20231121,1
20220905_MTWTF--_29,20231121,1
20220905_MTWTF--_38,20231121,1
20230820_MTWTF--_42,20231121,1
20230821_MTWTF--_48,20231121,1
20230821_MTWTF--_49,20231121,1
20230823_MTWTF--_72,20231121,1
20231105_MTWTF--_81,20231121,1
20220522_MTWTF--_1,20231122,1
20220522_MTWTF--_2,20231122,1
20220522_MTWTF--_3,20231122,1
20220904_--W----_71,20231122,1
20220904_--WT---_10,20231122,1
20220904_M-W-F--_11,20231122,1
20220904_MTW-F--_14,20231122,1
20220904_MTWT---_15,20231122,1
20220904_MTWTF--_16,20231122,1
20220904_MTWTF--_20,20231122,1
20220904_MTWTF--_28,20231122,1
20220905_MTWTF--_29,20231122,1
20220905_MTWTF--_38,20231122,1
20220926_M-W-F--_36,20231122,1
20230820_MTWTF--_42,20231122,1
20230821_MTWTF--_48,20231122,1
20230821_MTWTF--_49,20231122,1
20230823_MTWTF--_72,20231122,1
20231105_MTWTF--_81,20231122,1
20231122_MTWTF--_82,20231122,1
20220522_MTWTF--_1,20231123,1
20220522_MTWTF--_2,20231123,1
20220522_MTWTF--_3,20231123,1
20220904_---T---_9,20231123,1
20220904_--WT---_10,20231123,1
20220904_MT-TF--_13,20231123,1
20220904_MTWT---_15,20231123,1
20220904_MTWTF--_16,20231123,1
20220904_MTWTF--_20,20231123,1
20220904_MTWTF--_28,20231123,1
20220905_MTWTF--_29,20231123,1
20220905_MTWTF--_38,20231123,1
20220926_---T---_35,20231123,1
20230820_MTWTF--_42,20231123,1
20230821_MTWTF--_48,20231123,1
20230821_MTWTF--_49,20231123,1
20230823_MTWTF--_72,20231123,1
20231105_MTWTF--_81,20231123,1
20231122_MTWTF--_82,20231123,1
20220522_MTWTF--_1,20231124,1
20220522_MTWTF--_2,20231124,1
20220522_MTWTF--_3,20231124,1
20220904_----F--_8,20231124,1
20220904_M-W-F--_11,20231124,1
20220904_MT--F--_12,20231124,1
20220904_MT-TF--_13,20231124,1
20220904_MTW-F--_14,20231124,1
20220904_MTWTF--_16,20231124,1
20220904_MTWTF--_20,20231124,1
20220904_MTWTF--_28,20231124,1
20220905_MTWTF--_29,20231124,1
20220905_MTWTF--_38,20231124,1
20220926_M-W-F--_36,20231124,1
20230820_----F--_41,20231124,1
20230820_MTWTF--_42,20231124,1
20230821_MTWTF--_48,20231124,1
20230821_MTWTF--_49,20231124,1
20230823_MTWTF--_72,20231124,1
20230831_----F--_74,20231124,1
20230928_----F--_79,20231124,1
20231105_MTWTF--_81,20231124,1
20231122_MTWTF--_82,20231124,1
20220522_-----S-_5,20231125,1
20220904_-----S-_18,20231125,1
20220904_-----S-_27,20231125,1
20220904_-----S-_7,20231125,1
20230820_-----S-_40,20231125,1
20230820_-----S-_44,20231125,1
20230821_-----S-_50,20231125,1
20230928_-----S-_78,20231125,1
20220522_------S_4,20231126,1
20220904_------S_17,20231126,1
20220904_------S_19,20231126,1
20220926_------S_34,20231126,1
20230820_------S_39,20231126,1
20230820_------S_43,20231126,1
20230831_------S_73,20231126,1
20220522_MTWTF--_1,20231127,1
20220522_MTWTF--_2,20231127,1
20220522_MTWTF--_3,20231127,1
20220904_M-W-F--_11,20231127,1
20220904_MT--F--_12,20231127,1
20220904_MT-TF--_13,20231127,1
20220904_MTW-F--_14,20231127,1
20220904_MTWT---_15,20231127,1
20220904_MTWTF--_16,20231127,1
20220904_MTWTF--_20,20231127,1
20220904_MTWTF--_28,20231127,1
20220905_MTWTF--_29,20231127,1
20220905_MTWTF--_38,20231127,1
20220926_M-W-F--_36,20231127,1
20230820_MTWTF--_42,20231127,1
20230821_MTWTF--_48,20231127,1
20230821_MTWTF--_49,20231127,1
20230823_MTWTF--_72,20231127,1
20231105_MTWTF--_81,20231127,1
20231122_MTWTF--_82,20231127,1
20220522_MTWTF--_1,20231128,1
20220522_MTWTF--_2,20231128,1
20220522_MTWTF--_3,20231128,1
20220904_MT--F--_12,20231128,1
20220904_MT-TF--_13,20231128,1
20220904_MTW-F--_14,20231128,1
20220904_MTWT---_15,20231128,1
20220904_MTWTF--_16,20231128,1
20220904_MTWTF--_20,20231128,1
20220904_MTWTF--_28,20231128,1
20220905_MTWTF--_29,20231128,1
20220905_MTWTF--_38,20231128,1
20230820_MTWTF--_42,20231128,1
20230821_MTWTF--_48,20231128,1
20230821_MTWTF--_49,20231128,1
20230823_MTWTF--_72,20231128,1
20231105_MTWTF--_81,20231128,1
20231122_MTWTF--_82,20231128,1
20220522_MTWTF--_1,20231129,1
20220522_MTWTF--_2,20231129,1
20220522_MTWTF--_3,20231129,1
20220904_--W----_71,20231129,1
20220904_--WT---_10,20231129,1
20220904_M-W-F--_11,20231129,1
20220904_MTW-F--_14,20231129,1
20220904_MTWT---_15,20231129,1
20220904_MTWTF--_16,20231129,1
20220904_MTWTF--_20,20231129,1
20220904_MTWTF--_28,20231129,1
20220905_MTWTF--_29,20231129,1
20220905_MTWTF--_38,20231129,1
20220926_M-W-F--_36,20231129,1
20230820_MTWTF--_42,20231129,1
20230821_MTWTF--_48,20231129,1
20230821_MTWTF--_49,20231129,1
20230823_MTWTF--_72,20231129,1
20231105_MTWTF--_81,20231129,1
20231122_MTWTF--_82,20231129,1
20220522_MTWTF--_1,20231130,1
20220522_MTWTF--_2,20231130,1
20220522_MTWTF--_3,20231130,1
20220904_---T---_9,20231130,1
20220904_--WT---_10,20231130,1
20220904_MT-TF--_13,20231130,1
20220904_MTWT---_15,20231130,1
20220904_MTWTF--_16,20231130,1
20220904_MTWTF--_20,20231130,1
20220904_MTWTF--_28,20231130,1
20220905_MTWTF--_29,20231130,1
20220905_MTWTF--_38,20231130,1
20220926_---T---_35,20231130,1
20230820_MTWTF--_42,20231130,1
20230821_MTWTF--_48,20231130,1
20230821_MTWTF--_49,20231130,1
20230823_MTWTF--_72,20231130,1
20231105_MTWTF--_81,20231130,1
20231122_MTWTF--_82,20231130,1
20220522_MTWTF--_1,20231201,1
20220522_MTWTF--_2,20231201,1
20220522_MTWTF--_3,20231201,1
20220904_----F--_8,20231201,1
20220904_M-W-F--_11,20231201,1
20220904_MT--F--_12,20231201,1
20220904_MT-TF--_13,20231201,1
20220904_MTW-F--_14,20231201,1
20220904_MTWTF--_16,20231201,1
20220904_MTWTF--_20,20231201,1
20220904_MTWTF--_28,20231201,1
20220905_MTWTF--_29,20231201,1
20220905_MTWTF--_38,20231201,1
20220926_M-W-F--_36,20231201,1
20230820_----F--_41,20231201,1
20230820_MTWTF--_42,20231201,1
20230821_MTWTF--_48,20231201,1
20230821_MTWTF--_49,20231201,1
20230823_MTWTF--_72,20231201,1
20230831_----F--_74,20231201,1
20230928_----F--_79,20231201,1
20231105_MTWTF--_81,20231201,1
20231122_MTWTF--_82,20231201,1
20220522_-----S-_5,20231202,1
20220904_-----S-_18,20231202,1
20220904_-----S-_27,20231202,1
20220904_-----S-_7,20231202,1
20230820_-----S-_40,20231202,1
20230820_-----S-_44,20231202,1
20230821_-----S-_50,20231202,1
20230928_-----S-_78,20231202,1
20220522_------S_4,20231203,1
20220904_------S_17,20231203,1
20220904_------S_19,20231203,1
20220926_------S_34,20231203,1
20230820_------S_39,20231203,1
20230820_------S_43,20231203,1
20230831_------S_73,20231203,1
20220522_MTWTF--_1,20231204,1
20220522_MTWTF--_2,20231204,1
20220522_MTWTF--_3,20231204,1
20220904_M-W-F--_11,20231204,1
20220904_MT--F--_12,20231204,1
20220904_MT-TF--_13,20231204,1
20220904_MTW-F--_14,20231204,1
20220904_MTWT---_15,20231204,1
20220904_MTWTF--_16,20231204,1
20220904_MTWTF--_20,20231204,1
20220904_MTWTF--_28,20231204,1
20220905_MTWTF--_29,20231204,1
20220905_MTWTF--_38,20231204,1
20220926_M-W-F--_36,20231204,1
20230820_MTWTF--_42,20231204,1
20230821_MTWTF--_48,20231204,1
20230821_MTWTF--_49,20231204,1
20230823_MTWTF--_72,20231204,1
20231105_MTWTF--_81,20231204,1
20220522_MTWTF--_1,20231205,1
20220522_MTWTF--_2,20231205,1
20220522_MTWTF--_3,20231205,1
20220904_MT--F--_12,20231205,1
20220904_MT-TF--_13,20231205,1
20220904_MTW-F--_14,20231205,1
20220904_MTWT---_15,20231205,1
20220904_MTWTF--_16,20231205,1
20220904_MTWTF--_20,20231205,1
20220904_MTWTF--_28,20231205,1
20220905_MTWTF--_29,20231205,1
20220905_MTWTF--_38,20231205,1
20230820_MTWTF--_42,20231205,1
20230821_MTWTF--_48,20231205,1
20230821_MTWTF--_49,20231205,1
20230823_MTWTF--_72,20231205,1
20231105_MTWTF--_81,20231205,1
20220522_MTWTF--_1,20231206,1
20220522_MTWTF--_2,20231206,1
20220522_MTWTF--_3,20231206,1
20220904_--W----_71,20231206,1
20220904_--WT---_10,20231206,1
20220904_M-W-F--_11,20231206,1
20220904_MTW-F--_14,20231206,1
20220904_MTWT---_15,20231206,1
20220904_MTWTF--_16,20231206,1
20220904_MTWTF--_20,20231206,1
